incident_id,timestamp,category,locality,latitude,longitude,text,status
C02129,2026-07-15 07:05:00,Garbage / Sanitation,Ward 11,27.513474,77.692509,Sanitation workers have not visited,Open
C02020,2026-07-15 07:11:00,Roads & Potholes,Sector 1,27.48974,77.671494,Large pothole near the school,Resolved
C02135,2026-07-15 07:18:00,Street Lights,Ward 11,27.521469,77.689833,Several street lights are off,Open
C02061,2026-07-15 07:30:00,Roads & Potholes,Sector 12,27.49468,77.690404,There is a deep pothole on the main road,Resolved
C02057,2026-07-15 07:46:00,Parks / Public Spaces,Sector 8,27.499273,77.667553,The park is poorly maintained,Resolved
C02099,2026-07-15 07:55:00,Parks / Public Spaces,Ward 7,27.511931,77.67341,The public park needs maintenance,Resolved
C02037,2026-07-15 07:59:00,Drainage,Sector 4,27.488885,77.684811,Sewage water is overflowing,Open
C02039,2026-07-15 08:04:00,Public Safety,Sector 4,27.487447,77.682211,A dangerous obstruction is present,Resolved
C02093,2026-07-15 08:06:00,Street Lights,Ward 7,27.510906,77.671335,The road is dark because the street light failed,Open
C02072,2026-07-15 08:24:00,Parks / Public Spaces,Sector 12,27.495018,77.686926,Broken benches have not been repaired,Resolved
C02064,2026-07-15 08:35:00,Street Lights,Sector 12,27.494066,77.690088,Street light is not working,Resolved
C02075,2026-07-15 08:39:00,Garbage / Sanitation,Sector 15,27.503859,77.68041,Garbage collection has been missed,Resolved
C02032,2026-07-15 08:50:00,Roads & Potholes,Sector 4,27.485383,77.679618,Road is badly damaged,Resolved
C02051,2026-07-15 08:54:00,Traffic,Sector 8,27.50071,77.671207,Traffic signal is causing long queues,Open
C02017,2026-07-15 09:06:00,Water Supply,Sector 1,27.490851,77.672308,Water connection is not working,Resolved
C02023,2026-07-15 09:13:00,Garbage / Sanitation,Sector 1,27.490188,77.674214,Waste is piling up in the street,Resolved
C02111,2026-07-15 09:15:00,Electricity,Ward 9,27.482732,77.663805,Power outage in the locality,Open
C02115,2026-07-15 09:23:00,Street Lights,Ward 9,27.484603,77.665549,Broken street light near the intersection,Resolved
C02047,2026-07-15 09:24:00,Garbage / Sanitation,Sector 8,27.501587,77.669873,Garbage collection has been missed,Open
C02094,2026-07-15 09:31:00,Drainage,Ward 7,27.513162,77.674269,Water is collecting because the drain is clogged,Open
C02124,2026-07-15 09:43:00,Public Safety,Ward 9,27.486803,77.665013,A damaged barrier is creating a safety issue,Open
C02105,2026-07-15 09:50:00,Roads & Potholes,Ward 9,27.483789,77.664665,Several potholes are making the road unsafe,Open
C02140,2026-07-15 09:53:00,Drainage,Ward 11,27.515272,77.690164,Sewage water is overflowing,Resolved
C02141,2026-07-15 10:19:00,Parks / Public Spaces,Ward 11,27.514558,77.69159,The park is poorly maintained,Resolved
C02035,2026-07-15 10:27:00,Street Lights,Sector 4,27.486165,77.683137,Several street lights are off,Open
C02081,2026-07-15 10:34:00,Public Safety,Sector 15,27.505978,77.680872,The area feels unsafe at night,Resolved
C02137,2026-07-15 10:46:00,Street Lights,Ward 11,27.516169,77.688919,Broken street light near the intersection,Resolved
C02041,2026-07-15 10:47:00,Parks / Public Spaces,Sector 4,27.488868,77.68169,Broken benches have not been repaired,Open
C02128,2026-07-15 10:50:00,Garbage / Sanitation,Ward 11,27.515577,77.68864,Garbage collection has been missed,Open
C02016,2026-07-15 10:59:00,Water Supply,Sector 1,27.493176,77.671653,Water pressure is extremely low,Open
C02046,2026-07-15 10:59:00,Garbage / Sanitation,Sector 8,27.498631,77.667773,Sanitation workers have not visited,Open
C02109,2026-07-15 11:11:00,Electricity,Ward 9,27.484821,77.66638,Electricity has been out since morning,Resolved
C02049,2026-07-15 11:12:00,Electricity,Sector 8,27.499927,77.668855,Frequent power cuts are occurring,Open
C02066,2026-07-15 11:15:00,Traffic,Sector 12,27.494819,77.690305,Heavy traffic at the intersection,Open
C02113,2026-07-15 11:23:00,Electricity,Ward 9,27.485307,77.664257,Electricity has been out since morning,Open
C02136,2026-07-15 11:28:00,Street Lights,Ward 11,27.519649,77.690753,Street lighting has stopped working,Open
C02104,2026-07-15 11:36:00,Roads & Potholes,Ward 9,27.484251,77.666796,Road is badly damaged,Open
C02126,2026-07-15 12:05:00,Roads & Potholes,Ward 11,27.516867,77.689319,Several potholes are making the road unsafe,Open
C02107,2026-07-15 12:18:00,Garbage / Sanitation,Ward 9,27.485221,77.663979,There is a large pile of garbage,Open
C02086,2026-07-15 12:22:00,Roads & Potholes,Ward 7,27.512579,77.675054,Street surface has broken down,Open
C02078,2026-07-15 12:23:00,Drainage,Sector 15,27.503137,77.680513,Water is collecting because the drain is clogged,Resolved
C02133,2026-07-15 12:25:00,Electricity,Ward 11,27.519538,77.686511,Electricity has been out since morning,Resolved
C02100,2026-07-15 12:26:00,Water Supply,Ward 9,27.487151,77.665427,Water pressure is extremely low,Open
C02097,2026-07-15 12:26:00,Public Safety,Ward 7,27.511755,77.675779,There is a public hazard in the area,Resolved
C02077,2026-07-15 12:29:00,Drainage,Sector 15,27.505896,77.679295,Sewage water is overflowing,Open
C02112,2026-07-15 12:36:00,Electricity,Ward 9,27.485989,77.664366,Electricity has been out since morning,Open
C02028,2026-07-15 13:00:00,Drainage,Sector 1,27.488904,77.674131,Sewage water is overflowing,Open
C02052,2026-07-15 13:10:00,Traffic,Sector 8,27.500967,77.670061,Vehicles are stuck near the market,Open
C02131,2026-07-15 13:12:00,Garbage / Sanitation,Ward 11,27.515635,77.691043,There is a large pile of garbage,Open
C02065,2026-07-15 13:13:00,Traffic,Sector 12,27.494785,77.690282,Traffic congestion is blocking the road,Open
C02085,2026-07-15 13:17:00,Roads & Potholes,Ward 7,27.51012,77.673678,Large pothole near the school,Open
C02125,2026-07-15 13:39:00,Water Supply,Ward 11,27.516367,77.69106,Water connection is not working,Open
C02018,2026-07-15 13:49:00,Roads & Potholes,Sector 1,27.491591,77.674455,Road is badly damaged,Open
C02055,2026-07-15 13:54:00,Drainage,Sector 8,27.500947,77.668234,Sewage water is overflowing,Open
C02092,2026-07-15 13:57:00,Street Lights,Ward 7,27.510125,77.674316,The road is dark because the street light failed,Open
C02045,2026-07-15 14:03:00,Garbage / Sanitation,Sector 8,27.501124,77.668446,There is a large pile of garbage,Open
C02033,2026-07-15 14:11:00,Garbage / Sanitation,Sector 4,27.489598,77.680613,Waste is piling up in the street,Resolved
C02106,2026-07-15 14:23:00,Roads & Potholes,Ward 9,27.483433,77.667676,Several potholes are making the road unsafe,Open
C02024,2026-07-15 14:26:00,Street Lights,Sector 1,27.49151,77.672485,The road is dark because the street light failed,Open
C02102,2026-07-15 14:37:00,Water Supply,Ward 9,27.486573,77.664878,Our area has had no water since early morning,Resolved
C02089,2026-07-15 14:39:00,Garbage / Sanitation,Ward 7,27.512237,77.674464,Garbage collection has been missed,Resolved
C02026,2026-07-15 14:39:00,Drainage,Sector 1,27.49292,77.673578,Drain is blocked,Resolved
C02067,2026-07-15 14:42:00,Traffic,Sector 12,27.497023,77.691444,Vehicles are stuck near the market,Open
C02071,2026-07-15 14:45:00,Parks / Public Spaces,Sector 12,27.496548,77.689941,Park equipment is damaged,Resolved
C02029,2026-07-15 15:06:00,Parks / Public Spaces,Sector 1,27.491658,77.67089,Public space requires cleaning,Open
C02030,2026-07-15 15:14:00,Water Supply,Sector 4,27.490731,77.681647,Pipeline is not supplying water,Resolved
C02116,2026-07-15 15:19:00,Traffic,Ward 9,27.485519,77.665738,Heavy traffic at the intersection,Open
C02062,2026-07-15 15:25:00,Electricity,Sector 12,27.49324,77.691992,Our area has no electricity,Resolved
C02087,2026-07-15 15:33:00,Roads & Potholes,Ward 7,27.512361,77.673001,Large pothole near the school,Open
C02074,2026-07-15 15:36:00,Garbage / Sanitation,Sector 15,27.50441,77.679856,Waste is piling up in the street,Resolved
C02095,2026-07-15 15:40:00,Drainage,Ward 7,27.510693,77.673118,Drain is blocked,Open
C02088,2026-07-15 15:43:00,Garbage / Sanitation,Ward 7,27.512216,77.673873,Sanitation workers have not visited,Open
C02103,2026-07-15 15:53:00,Water Supply,Ward 9,27.487617,77.66629,Water pressure is extremely low,Open
C02069,2026-07-15 16:01:00,Traffic,Sector 12,27.497151,77.689997,Traffic signal is causing long queues,Open
C02053,2026-07-15 16:10:00,Drainage,Sector 8,27.501755,77.668948,Sewage water is overflowing,Open
C02059,2026-07-15 16:14:00,Water Supply,Sector 12,27.495595,77.687685,Water pressure is extremely low,Open
C02054,2026-07-15 16:35:00,Drainage,Sector 8,27.502093,77.669889,Water is collecting because the drain is clogged,Open
C02040,2026-07-15 16:37:00,Parks / Public Spaces,Sector 4,27.488029,77.679796,Broken benches have not been repaired,Open
C02132,2026-07-15 16:38:00,Garbage / Sanitation,Ward 11,27.516437,77.688043,Sanitation workers have not visited,Open
C02127,2026-07-15 16:41:00,Roads & Potholes,Ward 11,27.518335,77.689089,Road is badly damaged,Resolved
C02036,2026-07-15 16:51:00,Street Lights,Sector 4,27.490327,77.682323,Broken street light near the intersection,Open
C02021,2026-07-15 16:56:00,Garbage / Sanitation,Sector 1,27.491429,77.671096,Garbage collection has been missed,Open
C02098,2026-07-15 17:01:00,Public Safety,Ward 7,27.510261,77.673617,Safety issue reported near the public building,Open
C02031,2026-07-15 17:13:00,Water Supply,Sector 4,27.488809,77.682834,There is no water in our colony,Open
C02096,2026-07-15 17:34:00,Public Safety,Ward 7,27.511879,77.675199,A dangerous obstruction is present,Open
C02101,2026-07-15 17:41:00,Water Supply,Ward 9,27.482055,77.665691,Water connection is not working,Open
C02130,2026-07-15 17:42:00,Garbage / Sanitation,Ward 11,27.515704,77.68981,Garbage has not been collected,Resolved
C02025,2026-07-15 18:02:00,Traffic,Sector 1,27.488893,77.67449,Severe congestion during peak hours,Open
C02114,2026-07-15 18:02:00,Street Lights,Ward 9,27.486341,77.663851,Several street lights are off,Open
C02079,2026-07-15 18:04:00,Public Safety,Sector 15,27.505988,77.682627,A damaged barrier is creating a safety issue,Resolved
C02123,2026-07-15 18:07:00,Public Safety,Ward 9,27.486236,77.664754,There is a public hazard in the area,Open
C02048,2026-07-15 18:12:00,Electricity,Sector 8,27.49953,77.669981,There is a sudden electricity outage,Open
C02120,2026-07-15 18:18:00,Public Safety,Ward 9,27.481674,77.663248,There is a public hazard in the area,Open
C02043,2026-07-15 18:26:00,Roads & Potholes,Sector 8,27.499574,77.670044,Road is badly damaged,Open
C02068,2026-07-15 18:29:00,Traffic,Sector 12,27.494161,77.693295,Severe congestion during peak hours,Resolved
C02119,2026-07-15 18:34:00,Drainage,Ward 9,27.481814,77.66562,Sewage water is overflowing,Open
C02050,2026-07-15 18:36:00,Street Lights,Sector 8,27.503494,77.668639,Street light is not working,Open
C02082,2026-07-15 18:48:00,Parks / Public Spaces,Sector 15,27.5057,77.680819,Public space requires cleaning,Resolved
C02022,2026-07-15 18:51:00,Garbage / Sanitation,Sector 1,27.491748,77.673899,There is a large pile of garbage,Resolved
C02110,2026-07-15 18:57:00,Electricity,Ward 9,27.48393,77.66274,There is a sudden electricity outage,Open
C02122,2026-07-15 18:58:00,Public Safety,Ward 9,27.486308,77.665486,There is a public hazard in the area,Open
C02038,2026-07-15 19:01:00,Public Safety,Sector 4,27.487478,77.680888,There is a public hazard in the area,Resolved
C02042,2026-07-15 19:07:00,Parks / Public Spaces,Sector 4,27.490311,77.682883,Broken benches have not been repaired,Open
C02080,2026-07-15 19:13:00,Public Safety,Sector 15,27.50552,77.679972,A dangerous obstruction is present,Open
C02083,2026-07-15 19:14:00,Roads & Potholes,Ward 7,27.513296,77.669939,Several potholes are making the road unsafe,Open
C02073,2026-07-15 19:17:00,Garbage / Sanitation,Sector 15,27.502648,77.681686,Waste bins are overflowing,Resolved
C02138,2026-07-15 19:28:00,Traffic,Ward 11,27.514757,77.689982,Vehicles are stuck near the market,Open
C02121,2026-07-15 19:36:00,Public Safety,Ward 9,27.483355,77.666233,A dangerous obstruction is present,Resolved
C02139,2026-07-15 19:46:00,Traffic,Ward 11,27.516741,77.689346,Traffic signal is causing long queues,Resolved
C02090,2026-07-15 19:56:00,Electricity,Ward 7,27.511021,77.673175,Power outage in the locality,Open
C02063,2026-07-15 20:06:00,Electricity,Sector 12,27.495244,77.689088,Our area has no electricity,Open
C02056,2026-07-15 20:13:00,Drainage,Sector 8,27.502564,77.669695,Sewage water is overflowing,Open
C02058,2026-07-15 20:15:00,Parks / Public Spaces,Sector 8,27.500022,77.669067,The public park needs maintenance,Open
C02134,2026-07-15 20:27:00,Electricity,Ward 11,27.516296,77.689394,Frequent power cuts are occurring,Open
C02070,2026-07-15 20:45:00,Drainage,Sector 12,27.493842,77.689662,Blocked drain near the houses,Open
C02027,2026-07-15 20:50:00,Drainage,Sector 1,27.491574,77.67413,Drainage overflow is causing problems,Open
C02034,2026-07-15 21:02:00,Garbage / Sanitation,Sector 4,27.489903,77.681737,Garbage has not been collected,Resolved
C02108,2026-07-15 21:10:00,Electricity,Ward 9,27.486237,77.665124,There is a sudden electricity outage,Resolved
C02044,2026-07-15 21:14:00,Roads & Potholes,Sector 8,27.500225,77.667465,Large pothole near the school,Open
C02084,2026-07-15 21:17:00,Roads & Potholes,Ward 7,27.51092,77.672614,Road needs urgent repair,Resolved
C02118,2026-07-15 21:20:00,Drainage,Ward 9,27.485446,77.667501,Water is collecting because the drain is clogged,Open
C02019,2026-07-15 21:31:00,Roads & Potholes,Sector 1,27.490352,77.672071,Large pothole near the school,Open
C02117,2026-07-15 21:31:00,Drainage,Ward 9,27.48623,77.664707,Water is collecting because the drain is clogged,Open
C02060,2026-07-15 21:36:00,Water Supply,Sector 12,27.498391,77.690155,No water supply since morning,Open
C02076,2026-07-15 21:43:00,Street Lights,Sector 15,27.504528,77.678607,Several street lights are off,Open
C02091,2026-07-15 21:56:00,Electricity,Ward 7,27.511527,77.674402,Our area has no electricity,Open
C02205,2026-07-16 07:05:00,Public Safety,Sector 12,27.498408,77.691836,Safety issue reported near the public building,Open
C02226,2026-07-16 07:11:00,Water Supply,Ward 7,27.510113,77.675319,Pipeline is not supplying water,Resolved
C02255,2026-07-16 07:20:00,Drainage,Ward 9,27.485209,77.665098,Blocked drain near the houses,Resolved
C02241,2026-07-16 07:25:00,Public Safety,Ward 7,27.513181,77.675397,Safety issue reported near the public building,Open
C02252,2026-07-16 07:29:00,Drainage,Ward 9,27.486121,77.665447,Blocked drain near the houses,Resolved
C02244,2026-07-16 07:37:00,Parks / Public Spaces,Ward 7,27.512408,77.673914,Park equipment is damaged,Open
C02254,2026-07-16 07:44:00,Drainage,Ward 9,27.487663,77.662781,Blocked drain near the houses,Resolved
C02246,2026-07-16 07:48:00,Water Supply,Ward 9,27.485186,77.667845,Our area has had no water since early morning,Open
C02185,2026-07-16 07:49:00,Electricity,Sector 8,27.500564,77.668426,Our area has no electricity,Open
C02150,2026-07-16 07:50:00,Garbage / Sanitation,Sector 1,27.493424,77.672731,Garbage has not been collected,Open
C02225,2026-07-16 07:53:00,Parks / Public Spaces,Sector 15,27.50467,77.680809,Park equipment is damaged,Open
C02143,2026-07-16 08:00:00,Water Supply,Sector 1,27.494807,77.671724,Pipeline is not supplying water,Resolved
C02186,2026-07-16 08:02:00,Traffic,Sector 8,27.503024,77.669037,Severe congestion during peak hours,Resolved
C02194,2026-07-16 08:06:00,Roads & Potholes,Sector 12,27.495992,77.690598,Road needs urgent repair,Open
C02213,2026-07-16 08:07:00,Garbage / Sanitation,Sector 15,27.505729,77.683413,Waste is piling up in the street,Open
C02223,2026-07-16 08:07:00,Drainage,Sector 15,27.504902,77.685084,Drainage overflow is causing problems,Open
C02172,2026-07-16 08:13:00,Traffic,Sector 4,27.487798,77.678456,Traffic congestion is blocking the road,Resolved
C02188,2026-07-16 08:19:00,Drainage,Sector 8,27.503909,77.670279,Drain is blocked,Open
C02247,2026-07-16 08:27:00,Roads & Potholes,Ward 9,27.484747,77.665905,Several potholes are making the road unsafe,Open
C02203,2026-07-16 08:29:00,Street Lights,Sector 12,27.498432,77.692451,Street light is not working,Resolved
C02152,2026-07-16 08:41:00,Electricity,Sector 1,27.49121,77.671016,There is a sudden electricity outage,Open
C02197,2026-07-16 08:59:00,Street Lights,Sector 12,27.496657,77.690488,The road is dark because the street light failed,Resolved
C02142,2026-07-16 08:59:00,Water Supply,Sector 1,27.491046,77.672152,Water pressure is extremely low,Open
C02183,2026-07-16 09:13:00,Roads & Potholes,Sector 8,27.499869,77.671916,Road is badly damaged,Open
C02170,2026-07-16 09:33:00,Street Lights,Sector 4,27.486449,77.680588,Several street lights are off,Open
C02159,2026-07-16 09:37:00,Parks / Public Spaces,Sector 1,27.492346,77.671742,Park equipment is damaged,Open
C02182,2026-07-16 09:44:00,Roads & Potholes,Sector 8,27.501345,77.669185,Road is badly damaged,Open
C02146,2026-07-16 09:53:00,Garbage / Sanitation,Sector 1,27.49454,77.673046,There is a large pile of garbage,Open
C02191,2026-07-16 09:54:00,Parks / Public Spaces,Sector 8,27.498896,77.672137,Broken benches have not been repaired,Resolved
C02230,2026-07-16 10:18:00,Roads & Potholes,Ward 7,27.511743,77.675871,There is a deep pothole on the main road,Open
C02216,2026-07-16 10:21:00,Street Lights,Sector 15,27.506936,77.683095,The road is dark because the street light failed,Resolved
C02258,2026-07-16 10:21:00,Public Safety,Ward 9,27.482934,77.66755,There is a public hazard in the area,Resolved
C02202,2026-07-16 10:26:00,Street Lights,Sector 12,27.495502,77.690477,Street light is not working,Open
C02261,2026-07-16 10:31:00,Public Safety,Ward 9,27.482564,77.66251,The area feels unsafe at night,Resolved
C02189,2026-07-16 10:37:00,Parks / Public Spaces,Sector 8,27.500585,77.667992,The public park needs maintenance,Open
C02249,2026-07-16 10:41:00,Electricity,Ward 9,27.483862,77.664332,Frequent power cuts are occurring,Resolved
C02164,2026-07-16 10:49:00,Garbage / Sanitation,Sector 4,27.487208,77.679935,Waste bins are overflowing,Open
C02209,2026-07-16 10:54:00,Roads & Potholes,Sector 15,27.502136,77.682154,Large pothole near the school,Open
C02262,2026-07-16 11:16:00,Parks / Public Spaces,Ward 9,27.483319,77.664987,Park equipment is damaged,Open
C02161,2026-07-16 11:23:00,Roads & Potholes,Sector 4,27.487938,77.678788,Street surface has broken down,Resolved
C02206,2026-07-16 11:29:00,Water Supply,Sector 15,27.501571,77.679826,Water pressure is extremely low,Resolved
C02163,2026-07-16 11:33:00,Roads & Potholes,Sector 4,27.488634,77.680301,There is a deep pothole on the main road,Open
C02270,2026-07-16 11:39:00,Traffic,Ward 11,27.518786,77.691556,Severe congestion during peak hours,Open
C02151,2026-07-16 11:40:00,Electricity,Sector 1,27.493642,77.671791,There is a sudden electricity outage,Open
C02207,2026-07-16 11:43:00,Water Supply,Sector 15,27.50615,77.680379,Water connection is not working,Open
C02178,2026-07-16 11:44:00,Public Safety,Sector 4,27.486472,77.678592,Safety issue reported near the public building,Open
C02251,2026-07-16 12:10:00,Traffic,Ward 9,27.482028,77.664335,Heavy traffic at the intersection,Resolved
C02192,2026-07-16 12:10:00,Water Supply,Sector 12,27.496882,77.691444,Water connection is not working,Resolved
C02210,2026-07-16 12:11:00,Garbage / Sanitation,Sector 15,27.500822,77.682647,Garbage has not been collected,Resolved
C02160,2026-07-16 12:29:00,Parks / Public Spaces,Sector 1,27.491064,77.671857,The public park needs maintenance,Open
C02158,2026-07-16 12:32:00,Public Safety,Sector 1,27.49105,77.672855,A damaged barrier is creating a safety issue,Open
C02245,2026-07-16 12:51:00,Water Supply,Ward 9,27.484967,77.663828,Our area has had no water since early morning,Resolved
C02166,2026-07-16 12:55:00,Electricity,Sector 4,27.48697,77.682745,Frequent power cuts are occurring,Resolved
C02153,2026-07-16 13:11:00,Electricity,Sector 1,27.492614,77.674,Our area has no electricity,Resolved
C02144,2026-07-16 13:11:00,Roads & Potholes,Sector 1,27.495662,77.673656,Road needs urgent repair,Open
C02267,2026-07-16 13:13:00,Roads & Potholes,Ward 11,27.518032,77.689335,Several potholes are making the road unsafe,Open
C02256,2026-07-16 13:20:00,Drainage,Ward 9,27.48622,77.663734,Sewage water is overflowing,Open
C02248,2026-07-16 13:22:00,Roads & Potholes,Ward 9,27.487062,77.66554,Large pothole near the school,Resolved
C02201,2026-07-16 13:27:00,Street Lights,Sector 12,27.496161,77.689354,The road is dark because the street light failed,Resolved
C02237,2026-07-16 13:31:00,Public Safety,Ward 7,27.511248,77.674008,The area feels unsafe at night,Resolved
C02214,2026-07-16 13:44:00,Garbage / Sanitation,Sector 15,27.50267,77.681999,Sanitation workers have not visited,Open
C02263,2026-07-16 13:51:00,Water Supply,Ward 11,27.517241,77.690993,Water supply has stopped,Resolved
C02234,2026-07-16 14:02:00,Traffic,Ward 7,27.511888,77.673723,Heavy traffic at the intersection,Open
C02155,2026-07-16 14:04:00,Street Lights,Sector 1,27.492827,77.6719,Street lighting has stopped working,Resolved
C02187,2026-07-16 14:07:00,Drainage,Sector 8,27.499923,77.671564,Drainage overflow is causing problems,Open
C02273,2026-07-16 14:13:00,Public Safety,Ward 11,27.519975,77.690018,There is a public hazard in the area,Open
C02224,2026-07-16 14:14:00,Drainage,Sector 15,27.502507,77.681929,Water is collecting because the drain is clogged,Open
C02233,2026-07-16 14:20:00,Traffic,Ward 7,27.51229,77.675965,Traffic signal is causing long queues,Open
C02236,2026-07-16 14:27:00,Drainage,Ward 7,27.511021,77.673083,Water is collecting because the drain is clogged,Open
C02222,2026-07-16 14:32:00,Traffic,Sector 15,27.504285,77.683516,Vehicles are stuck near the market,Open
C02212,2026-07-16 14:33:00,Garbage / Sanitation,Sector 15,27.506476,77.683594,Waste bins are overflowing,Resolved
C02221,2026-07-16 14:42:00,Traffic,Sector 15,27.50508,77.682298,Severe congestion during peak hours,Open
C02211,2026-07-16 14:43:00,Garbage / Sanitation,Sector 15,27.505045,77.680613,Garbage has not been collected,Open
C02232,2026-07-16 15:01:00,Electricity,Ward 7,27.511553,77.671521,Power outage in the locality,Open
C02195,2026-07-16 15:13:00,Roads & Potholes,Sector 12,27.497178,77.687333,There is a deep pothole on the main road,Open
C02231,2026-07-16 15:16:00,Garbage / Sanitation,Ward 7,27.512711,77.675044,Sanitation workers have not visited,Open
C02269,2026-07-16 15:20:00,Street Lights,Ward 11,27.516984,77.689886,The road is dark because the street light failed,Open
C02208,2026-07-16 15:26:00,Roads & Potholes,Sector 15,27.502555,77.681834,Several potholes are making the road unsafe,Open
C02147,2026-07-16 15:31:00,Garbage / Sanitation,Sector 1,27.490855,77.673009,Garbage has not been collected,Open
C02239,2026-07-16 15:36:00,Public Safety,Ward 7,27.508559,77.674454,There is a public hazard in the area,Open
C02235,2026-07-16 15:42:00,Traffic,Ward 7,27.512888,77.674149,Vehicles are stuck near the market,Resolved
C02149,2026-07-16 15:47:00,Garbage / Sanitation,Sector 1,27.493461,77.671126,There is a large pile of garbage,Open
C02240,2026-07-16 15:54:00,Public Safety,Ward 7,27.513242,77.675052,A dangerous obstruction is present,Resolved
C02253,2026-07-16 15:57:00,Drainage,Ward 9,27.485675,77.664843,Blocked drain near the houses,Open
C02228,2026-07-16 16:06:00,Roads & Potholes,Ward 7,27.509195,77.672624,Large pothole near the school,Resolved
C02193,2026-07-16 16:15:00,Roads & Potholes,Sector 12,27.497154,77.689209,Road needs urgent repair,Resolved
C02260,2026-07-16 16:19:00,Public Safety,Ward 9,27.482345,77.66337,Safety issue reported near the public building,Open
C02265,2026-07-16 16:21:00,Roads & Potholes,Ward 11,27.516614,77.690416,Several potholes are making the road unsafe,Open
C02169,2026-07-16 16:22:00,Street Lights,Sector 4,27.487256,77.683571,The road is dark because the street light failed,Open
C02242,2026-07-16 16:24:00,Public Safety,Ward 7,27.511094,77.672348,A damaged barrier is creating a safety issue,Resolved
C02156,2026-07-16 16:30:00,Traffic,Sector 1,27.49228,77.672934,Severe congestion during peak hours,Open
C02145,2026-07-16 16:48:00,Garbage / Sanitation,Sector 1,27.490819,77.671692,Waste is piling up in the street,Open
C02266,2026-07-16 16:51:00,Roads & Potholes,Ward 11,27.5156,77.688505,Road needs urgent repair,Open
C02200,2026-07-16 17:06:00,Street Lights,Sector 12,27.49747,77.693848,The road is dark because the street light failed,Open
C02154,2026-07-16 17:15:00,Electricity,Sector 1,27.489975,77.672317,Power outage in the locality,Open
C02227,2026-07-16 17:20:00,Water Supply,Ward 7,27.511934,77.675631,Water supply has stopped,Open
C02190,2026-07-16 17:22:00,Parks / Public Spaces,Sector 8,27.499119,77.668167,Park equipment is damaged,Open
C02238,2026-07-16 17:31:00,Public Safety,Ward 7,27.511296,77.676297,A damaged barrier is creating a safety issue,Resolved
C02157,2026-07-16 17:43:00,Drainage,Sector 1,27.49227,77.671778,Blocked drain near the houses,Resolved
C02272,2026-07-16 17:45:00,Drainage,Ward 11,27.516875,77.690973,Sewage water is overflowing,Open
C02264,2026-07-16 18:05:00,Water Supply,Ward 11,27.515441,77.692531,Our area has had no water since early morning,Resolved
C02204,2026-07-16 18:18:00,Public Safety,Sector 12,27.496751,77.688527,A damaged barrier is creating a safety issue,Resolved
C02180,2026-07-16 18:19:00,Water Supply,Sector 8,27.505,77.669146,No water supply since morning,Resolved
C02168,2026-07-16 18:23:00,Street Lights,Sector 4,27.489072,77.681455,Street light is not working,Resolved
C02175,2026-07-16 18:35:00,Drainage,Sector 4,27.489938,77.679073,Drain is blocked,Open
C02199,2026-07-16 18:37:00,Street Lights,Sector 12,27.495679,77.691879,The road is dark because the street light failed,Open
C02174,2026-07-16 18:53:00,Drainage,Sector 4,27.489659,77.68053,Sewage water is overflowing,Resolved
C02165,2026-07-16 19:06:00,Garbage / Sanitation,Sector 4,27.488588,77.678523,Sanitation workers have not visited,Open
C02243,2026-07-16 19:18:00,Parks / Public Spaces,Ward 7,27.510718,77.673395,Broken benches have not been repaired,Open
C02167,2026-07-16 19:19:00,Electricity,Sector 4,27.489603,77.679071,Frequent power cuts are occurring,Resolved
C02268,2026-07-16 19:19:00,Street Lights,Ward 11,27.517438,77.692066,Broken street light near the intersection,Resolved
C02171,2026-07-16 19:31:00,Street Lights,Sector 4,27.48638,77.681029,Broken street light near the intersection,Open
C02257,2026-07-16 19:31:00,Drainage,Ward 9,27.482384,77.665235,Drain is blocked,Resolved
C02229,2026-07-16 19:33:00,Roads & Potholes,Ward 7,27.510644,77.676094,Street surface has broken down,Open
C02271,2026-07-16 19:35:00,Drainage,Ward 11,27.518079,77.69273,Water is collecting because the drain is clogged,Open
C02219,2026-07-16 19:37:00,Traffic,Sector 15,27.504537,77.677843,Severe congestion during peak hours,Open
C02259,2026-07-16 19:48:00,Public Safety,Ward 9,27.487609,77.665128,Safety issue reported near the public building,Open
C02184,2026-07-16 19:50:00,Electricity,Sector 8,27.500719,77.671932,Power outage in the locality,Open
C02220,2026-07-16 19:50:00,Traffic,Sector 15,27.505207,77.678171,Traffic signal is causing long queues,Open
C02181,2026-07-16 20:07:00,Water Supply,Sector 8,27.502675,77.669348,Water supply has stopped,Open
C02173,2026-07-16 20:12:00,Drainage,Sector 4,27.487625,77.680523,Sewage water is overflowing,Resolved
C02217,2026-07-16 20:25:00,Street Lights,Sector 15,27.50461,77.681043,Street light is not working,Open
C02218,2026-07-16 20:27:00,Street Lights,Sector 15,27.503599,77.683221,Broken street light near the intersection,Open
C02148,2026-07-16 20:37:00,Garbage / Sanitation,Sector 1,27.493275,77.673932,Garbage collection has been missed,Open
C02198,2026-07-16 20:45:00,Street Lights,Sector 12,27.499366,77.685911,Broken street light near the intersection,Open
C02275,2026-07-16 20:49:00,Public Safety,Ward 11,27.516779,77.689015,There is a public hazard in the area,Resolved
C02177,2026-07-16 21:01:00,Public Safety,Sector 4,27.489515,77.679003,There is a public hazard in the area,Open
C02176,2026-07-16 21:04:00,Public Safety,Sector 4,27.487043,77.680637,The area feels unsafe at night,Open
